strategy,k,kernel,c,degree,f1,elapsed_time
mean,118,poly,18,8,0.4268501262653309,0.078936
most_frequent,213,rbf,13,10,0.42444411122773695,0.116502
median,23,sigmoid,16,12,0.45563572964030624,0.069266
mean,103,sigmoid,6,14,0.4885233505370805,0.067848
most_frequent,138,sigmoid,7,18,0.47510305187650725,0.100728
most_frequent,263,rbf,18,5,0.4122457140001,0.122589
median,263,rbf,3,16,0.39312478727683403,0.096143
median,243,poly,19,15,0.4045267489711934,0.095979
median,103,rbf,6,19,0.48808588182730056,0.081065
median,103,sigmoid,6,9,0.4885233505370805,0.075063
most_frequent,103,sigmoid,6,5,0.5021741441878742,0.100354
median,263,rbf,18,5,0.4122457140001,0.096521
most_frequent,263,rbf,7,5,0.4122457140001,0.130936
median,103,sigmoid,6,19,0.4885233505370805,0.083615
mean,103,sigmoid,6,15,0.4885233505370805,0.066725
median,263,rbf,6,16,0.4122457140001,0.096884
median,103,rbf,18,19,0.48808588182730056,0.082056
median,243,poly,7,15,0.4045267489711934,0.110528
mean,263,rbf,6,14,0.41725824532842076,0.087796
median,243,poly,7,18,0.4045267489711934,0.092221
most_frequent,23,sigmoid,18,5,0.4582579343982852,0.097302
mean,118,rbf,18,8,0.4741124177966284,0.087539
median,213,rbf,13,15,0.42444411122773695,0.093473
median,263,poly,19,15,0.4045267489711934,0.098016
median,213,rbf,13,10,0.42444411122773695,0.09567
median,103,poly,6,9,0.4248451137340027,0.084225
mean,103,sigmoid,6,10,0.4885233505370805,0.063419
median,103,sigmoid,6,14,0.4885233505370805,0.074849
median,243,poly,19,18,0.4045267489711934,0.098709
median,118,poly,18,8,0.4268501262653309,0.088387
most_frequent,138,rbf,7,18,0.4441803505419067,0.109601
most_frequent,23,sigmoid,16,12,0.45563572964030624,0.096755
median,243,poly,6,9,0.4045267489711934,0.10072
most_frequent,243,poly,7,18,0.4045267489711934,0.117665
mean,263,rbf,6,14,0.41725824532842076,0.08726
most_frequent,23,sigmoid,7,18,0.4539576213260424,0.096279
most_frequent,103,sigmoid,6,18,0.5021741441878742,0.099112
most_frequent,138,sigmoid,3,16,0.5238982519491037,0.11005
median,103,sigmoid,18,9,0.5035353535353536,0.074067
mean,213,poly,18,8,0.40746619635508524,0.091578
median,23,sigmoid,16,15,0.45563572964030624,0.07256
median,243,poly,13,15,0.4045267489711934,0.093769
most_frequent,263,rbf,13,5,0.4122457140001,0.121312
median,138,sigmoid,7,15,0.46577582515797616,0.079982
most_frequent,138,sigmoid,18,5,0.4916118579276475,0.110227
median,103,sigmoid,6,9,0.4885233505370805,0.077608
median,138,sigmoid,16,12,0.48853763746212253,0.075082
mean,118,poly,6,8,0.4100302989191878,0.077513
most_frequent,138,sigmoid,3,16,0.5238982519491037,0.101511
median,23,sigmoid,6,12,0.4433143464722412,0.071071
median,138,sigmoid,3,12,0.5309258781071647,0.07481
median,103,sigmoid,6,14,0.4885233505370805,0.072529
median,23,sigmoid,16,9,0.45563572964030624,0.071593
mean,138,sigmoid,3,14,0.5375925447738313,0.069474
mean,103,sigmoid,6,14,0.4885233505370805,0.06611
median,23,sigmoid,16,12,0.45563572964030624,0.070554
median,103,sigmoid,16,15,0.5035353535353536,0.074043
most_frequent,138,sigmoid,3,12,0.5238982519491037,0.100126
median,23,sigmoid,16,12,0.45563572964030624,0.069626
median,23,sigmoid,6,19,0.4433143464722412,0.068642
most_frequent,103,sigmoid,6,14,0.5021741441878742,0.096698
most_frequent,23,sigmoid,16,16,0.45563572964030624,0.098344
most_frequent,138,sigmoid,6,14,0.48091501768847306,0.105155
mean,103,sigmoid,6,14,0.4885233505370805,0.064824
most_frequent,138,sigmoid,6,16,0.48091501768847306,0.099326
most_frequent,103,sigmoid,3,16,0.5278057225425646,0.099518
median,103,sigmoid,16,12,0.5035353535353536,0.072327
most_frequent,138,sigmoid,3,16,0.5238982519491037,0.100118
most_frequent,103,sigmoid,3,16,0.5278057225425646,0.100828
median,138,sigmoid,16,12,0.48853763746212253,0.074261
median,103,sigmoid,6,15,0.4885233505370805,0.07604
median,23,sigmoid,6,12,0.4433143464722412,0.069929
mean,118,poly,18,14,0.40746619635508524,0.075891
mean,103,sigmoid,18,14,0.5035353535353536,0.064136
median,23,sigmoid,16,12,0.45563572964030624,0.069379
most_frequent,138,sigmoid,3,16,0.5238982519491037,0.101593
most_frequent,138,sigmoid,3,16,0.5238982519491037,0.100359
most_frequent,138,sigmoid,3,16,0.5238982519491037,0.099633
median,138,sigmoid,3,15,0.5309258781071647,0.077359
median,103,sigmoid,6,16,0.4885233505370805,0.073653
median,103,sigmoid,6,19,0.4885233505370805,0.072646
most_frequent,138,sigmoid,3,16,0.5238982519491037,0.103145
most_frequent,138,sigmoid,3,16,0.5238982519491037,0.10583
most_frequent,138,sigmoid,16,16,0.4916118579276475,0.100999
most_frequent,138,sigmoid,3,16,0.5238982519491037,0.104126
median,103,sigmoid,16,15,0.5035353535353536,0.077093
most_frequent,138,sigmoid,3,16,0.5238982519491037,0.100172
most_frequent,138,sigmoid,3,16,0.5238982519491037,0.101246
most_frequent,138,sigmoid,16,15,0.4916118579276475,0.102247
median,138,sigmoid,3,15,0.5309258781071647,0.075339
median,138,sigmoid,16,15,0.48853763746212253,0.075658
median,103,sigmoid,6,19,0.4885233505370805,0.07242
most_frequent,103,sigmoid,6,15,0.5021741441878742,0.099279
most_frequent,138,sigmoid,16,15,0.4916118579276475,0.105936
median,103,sigmoid,16,15,0.5035353535353536,0.072477
most_frequent,138,sigmoid,3,16,0.5238982519491037,0.103244
most_frequent,103,sigmoid,3,16,0.5278057225425646,0.099168
median,23,sigmoid,6,15,0.4433143464722412,0.069503
median,103,sigmoid,6,19,0.4885233505370805,0.071152
most_frequent,138,sigmoid,6,19,0.48091501768847306,0.104176
most_frequent,103,sigmoid,3,16,0.5278057225425646,0.098969
most_frequent,138,sigmoid,3,16,0.5238982519491037,0.100115
most_frequent,23,sigmoid,16,16,0.45563572964030624,0.098933
median,23,sigmoid,6,15,0.4433143464722412,0.076403
median,103,sigmoid,16,19,0.5035353535353536,0.073633
median,23,sigmoid,16,15,0.45563572964030624,0.068849
most_frequent,138,sigmoid,3,16,0.5238982519491037,0.102325
most_frequent,138,sigmoid,3,16,0.5238982519491037,0.102701
most_frequent,138,sigmoid,16,16,0.4916118579276475,0.103255
most_frequent,103,sigmoid,3,16,0.5278057225425646,0.099548
median,103,sigmoid,6,16,0.4885233505370805,0.073436
most_frequent,138,sigmoid,3,16,0.5238982519491037,0.102866
